Episode,Score,Average_Score
0,228.82690712234725,228.82690712234725
1,241.4368898650434,235.13189849369533
2,267.852754764457,246.03885058394926
3,265.1463193584876,250.8157177775838
4,272.2001364695137,255.09260151596982
5,259.52590974502556,255.83148622081242
6,275.8400021626703,258.68984564107785
7,239.53471304266915,256.29545406627676
8,254.364720424533,256.08092810608304
9,-3.9085246306705272,230.08198283240768
10,241.75832317849097,231.14346831841524
11,207.5296380208548,229.17564912695187
12,229.02339567109243,229.163937322655
13,255.81336079991522,231.0674675710307
14,260.7034243613707,233.04319802372004
15,225.41744271822063,232.56658831712633
16,267.8367024383192,234.6413009124906
17,55.20494220649596,224.67261431771314
18,255.14661652974823,226.27650917097813
19,236.4283318343053,226.7841003041445
20,281.9597850547518,229.4115138636972
21,261.3956200077581,230.86533687024541
22,266.04779820046,232.3950091019939
23,270.076831239292,233.96508502438132
24,281.7315275375804,235.8757427249093
25,268.7809356942777,237.141327069885
26,231.25251365267576,236.9232228692476
27,241.66345537182664,237.09251688719687
28,265.89282011159526,238.08563079148647
29,269.088325483775,239.1190539478961
30,245.30306656173582,239.3185382257619
31,221.4035435851533,238.75869464324285
32,275.0279406473405,239.85776270397307
33,247.31921219783405,240.07721710085133
34,265.4655647699494,240.80259846282556
35,267.1134954032367,241.5334567111703
36,223.4292631795132,241.04415418328765
37,268.9834508666388,241.77939883284952
38,19.19922628849406,236.0722149214558
39,24.806202459677166,230.79056460991143
40,201.97275290277094,230.0876911536397
41,248.79495659985042,230.53310223569233
42,261.5656002250757,231.25478823544543
43,61.31733898125049,227.3925734796683
44,231.5396066516782,227.48472977237964
45,238.95559717677622,227.73409645508391
46,285.4349765670146,228.96177475533776
47,217.10187170911857,228.7146934418748
48,250.31236035600122,229.15546215440799
49,220.2062743253519,228.97647839782687
50,141.1723570080904,227.25482895881242
51,215.9392847067605,227.03722233858068
52,265.6353769423579,227.76548940657648
53,276.579988999024,228.66946162125146
54,226.51742033001233,228.63033359777438
55,250.7776387156596,229.02582118916513
56,244.44576440679745,229.2963465087727
57,263.77986390458284,229.89088991214877
58,246.6956050645049,230.17571559269714
59,215.27743528540364,229.92741092090893
60,249.76387065603407,230.25259878541917
61,273.2518251376837,230.94613469432664
62,230.61263381078945,230.94084102950862
63,103.71775789596745,228.95298035554708
64,210.04167282580536,228.66203716278184
65,245.89139125654114,228.92308798238423
66,44.38383422058217,226.16877076205884
67,251.7142015046586,226.54443886121473
68,191.7017598050931,226.03947249808252
69,217.0861222987954,225.91156749523557
70,-13.35336981130446,222.54163880077726
71,248.57746982778124,222.90324756504117
72,261.2542968596181,223.4286044046929
73,268.9726276931847,224.04406417886167
74,223.06956296520556,224.03107082934628
75,275.95229846466464,224.71424487717942
76,207.47965332228063,224.49041901283007
77,271.3222166562767,225.09082667492555
78,233.47959929788163,225.19701367015287
79,189.42512710316043,224.74986508806552
80,216.207695480999,224.64440620402766
81,252.72522940157748,224.9868552674124
82,37.50376967964564,222.7280229109333
83,238.7239295904282,222.9184503714035
84,247.27331263385113,223.2049781627264
85,243.40872541452762,223.439905456352
86,223.67727512499312,223.44263384334783
87,210.4581335636058,223.2950827038053
88,258.88806406073917,223.69500384264722
89,238.56899482471124,223.86027040911463
90,195.1295425731475,223.5445481252029
91,247.49291752929273,223.80485648829085
92,236.5264497783993,223.94164781399095
93,249.0940788562435,224.20922686763194
94,252.59636808785217,224.50803888047636
95,220.14128484437725,224.46255185926694
96,210.5978736833942,224.31961703271153
97,235.4620549895197,224.43331537920957
98,194.41649189474944,224.13011514199283
99,264.9807654678686,224.5386216452516
100,254.44481303142112,224.83472255006512
101,272.0931760284092,225.26310145012516
102,221.42812192736469,225.0649948368808
103,168.86567727481292,224.08492476272593
104,240.87689433915813,223.8446334259009
105,264.1663006398037,223.7650904968939
106,250.83855139756648,223.67907704790915
107,269.3747579265001,223.61506472873916
108,261.5768188879246,223.8333034004743
109,243.41321195834973,223.7248726235814
110,217.56040605259378,225.9176343135147
111,52.717574377428036,224.04594373132596
112,251.72274823264522,224.48349927797733
113,263.9935875564061,224.82973880159437
114,256.8975615581876,224.84047346256736
115,248.77074627108752,224.72232813494074
116,271.42061934725103,225.17780513126783
117,232.2688224318383,224.82564790348087
118,279.5396103897373,227.0467832320278
119,270.94920959330193,227.20324454948872
120,266.36272357729115,227.49962466575593
121,235.73710835414627,227.04197440139347
122,231.34138770625276,226.74440774494295
123,232.55134945781353,226.41275973759
124,192.04268572549677,225.64014443547322
125,243.9329886157904,225.26590147585156
126,6.709096858053783,222.67113079430473
127,208.36426295285332,222.44451445074216
128,246.47642781112694,222.49216764321045
129,240.7373045818833,222.24310313301532
130,250.09524617228797,222.05505284280255
131,260.9137649761229,222.20961421324202
132,246.27458691977532,222.45586216705016
133,39.02267989640086,220.11917641704082
134,240.4193790773445,220.05086123763007
135,233.59037222996406,219.73526527188764
136,236.21528009090912,219.42934234800325
137,277.6659819432174,219.9663395634854
138,219.40369661354288,219.4754509075142
139,251.638718240919,221.77683201595408
140,239.00184816907975,223.8975809833739
141,144.60888421451523,223.32962188745054
142,226.64745499131712,223.11033969330666
143,257.47811400209144,223.0698695326831
144,269.2883184898409,225.12898814167903
145,255.04420064493792,225.36170689408755
146,6.5379601883939955,223.06054217143034
147,262.10161310819365,222.82951877084787
148,252.20785354515274,223.17710274942246
149,282.56592893404195,223.4964450125714
150,221.93102663401493,223.5135217681027
151,-10.937346122806773,222.0074851034404
152,-109.34488314245323,218.78684977820058
153,222.83268744191724,218.3630607732458
154,253.07494958611719,218.13033761074175
155,213.2998574335415,217.99947065137073
156,226.18324890193549,217.75596184133386
157,179.72490765753594,217.11516127946
158,48.10525133420626,214.97976907579292
159,214.15546382394768,214.65758945954974
160,255.08980305911925,215.05177131869547
161,245.28961480536637,215.0074717558176
162,251.06611364807583,214.7878112460195
163,232.3140205274149,214.80465665905538
164,202.9976015164653,215.78762540777322
165,174.90548615183525,215.43974237139722
166,269.66860104484397,215.6751602900933
167,228.79662477432458,217.50102950349668
168,277.6471503972808,217.75779137372064
169,50.41659998592644,216.35892840521407
