Episode,Score,Average_Score
1,-107.10100415814132,-107.10100415814132
2,-52.77436105313751,-79.93768260563942
3,-337.53392215059614,-165.80309578729165
4,-131.33627110309055,-157.1863896162414
5,-229.59380187895775,-171.66787206878467
6,-102.87719325503996,-160.20275893316054
7,-214.6965429923631,-167.98758522733235
8,-152.21219062558623,-166.01566090211406
9,-106.77367691095597,-159.43321823642984
10,-257.66816572954156,-169.25671298574102
11,-364.52580749484355,-187.0084488502049
12,-201.19838677522688,-188.19094367729008
13,-100.94472935658345,-181.47969642185112
14,-111.78295798342565,-176.50135796196358
15,-335.8629977225455,-187.1254672793357
16,-417.6746919748742,-201.53479382280682
17,-103.35917927531736,-195.7597576729545
18,-137.3660605254343,-192.51566338698115
19,-136.85608817820633,-189.58621206020354
20,-114.15331213447399,-185.81456706391708
21,-125.18561697237858,-182.92747420241525
22,-149.83773088038083,-181.42339496050457
23,-364.58751959880675,-189.38705255347423
24,-77.38412981905549,-184.72026410620677
25,-173.33731483338062,-184.2649461352937
26,-208.61909401754667,-185.20164413076498
27,-299.5776863967658,-189.43779384432057
28,-90.87654904918952,-185.91774938735162
29,-86.2081753486217,-182.4794882136023
30,-163.78722683349636,-181.85641283426546
31,-175.28358323103384,-181.64438607287087
32,-149.11278299346282,-180.62777347663936
33,-102.50769812658822,-178.26049846603175
34,-192.0804519426659,-178.66696768593275
35,-194.57049141734453,-179.1213540782588
36,-295.8024324324366,-182.36249514365264
37,-173.70109832335584,-182.12840333769867
38,-10.080998653579229,-177.60084005653766
39,-167.99874335285637,-177.35463244875095
40,-305.34526894689236,-180.5543983612045
41,-72.29796466612933,-177.9139975393734
42,-165.45661130995654,-177.61739310533966
43,-208.49086816778964,-178.33538089748967
44,-106.51557313465736,-176.70311253924348
45,-218.60783203649552,-177.6343285280713
46,-98.82907237148967,-175.92117078553693
47,-227.36095914810232,-177.01563436771917
48,-227.10890983607075,-178.0592442733098
49,-100.79994893812076,-176.48252396034673
50,-78.98452828977204,-174.53256404693522
51,-110.50000621186732,-173.277023697228
52,-122.17085619172973,-172.29421278366073
53,-116.29053670322418,-171.23753965006756
54,-106.41111188119567,-170.0370502469403
55,-146.04644982614704,-169.6008575120168
56,-133.88192757839016,-168.9630194774878
57,-111.35414202162653,-167.95233741685865
58,-136.97696764211196,-167.41827931729406
59,-159.1102161475837,-167.27746468729896
60,-237.32278292810156,-168.44488665797903
61,-152.24966896192015,-168.1793912859125
62,-120.49894226350777,-167.41035178555111
63,-75.9365728175042,-165.95838704002657
64,-88.91944044613355,-164.75465349949698
65,-214.23686381217502,-165.51591827353818
66,-129.16545637871292,-164.96515369937416
67,27.29439683259193,-162.0956081690463
68,-77.17319602519055,-160.84674916693078
69,-102.29279528693968,-159.99814113968452
70,-90.84090547185828,-159.01018063014413
71,-67.24526340056616,-157.71771700719233
72,-114.65525056863528,-157.11962719554572
73,-241.283073082031,-158.27255111179895
74,-93.75664039300999,-157.40071448046396
75,-176.41731470637353,-157.65426915014277
76,-76.69291714163828,-156.58898820266245
77,-338.8218436822625,-158.95564866343648
78,-163.1884438234855,-159.00991526805248
79,-216.96433784037796,-159.7435155537781
80,-126.06155215885069,-159.32249101134153
81,-182.04740529874124,-159.60304550871683
82,-146.73468793754768,-159.44611431882453
83,-112.60719049137187,-158.88178993536124
84,-80.08048885417806,-157.9436792082043
85,-94.38720675779139,-157.19595600290532
86,-230.2996608078022,-158.04599908203204
87,-147.17876125680982,-157.9210883024318
88,-178.19319054986573,-158.15145310069806
89,-155.90108299335714,-158.12616804331222
90,-155.73563195639287,-158.09960653123534
91,-96.5677103529537,-157.42343184795752
92,-128.94790428373798,-157.1139152439986
93,-117.50364266752878,-156.68799833457422
94,-125.15692817566145,-156.35256141799002
95,-124.13886081394486,-156.01346983268428
96,-316.80445924196806,-157.68837597236433
97,-130.8238075615669,-157.41142165885094
98,-112.05241965202188,-156.9485746995976
99,-140.2656322553313,-156.7800601294535
100,-168.11304677052146,-156.89338999586417
101,-134.5680068889988,-157.16806002317276
102,-116.89491796015827,-157.80926559224295
103,-87.41114241172481,-155.30803779485427
104,-90.47977258501487,-154.8994728096735
105,-135.7775801223109,-153.96131059210703
106,-171.35459246270594,-154.64608458418365
107,-206.24287693641907,-154.56154792362423
108,-156.83010436886434,-154.607727061057
109,-115.18147867740903,-154.69180507872153
110,-116.45759736895116,-153.27969939511564
111,-54.98352263452878,-150.18427654651248
112,-141.24529751463683,-149.58474565390657
113,-150.15010804149378,-150.0767994407557
114,-96.15747366596688,-149.92054459758114
115,-119.01972129991532,-147.7521118333548
116,-171.80087758044886,-145.29337368941057
117,-141.50944147685945,-145.67487631142595
118,-216.09386590489186,-146.46215436522053
119,-428.4464253059024,-149.3780577364975
120,-117.66204846747468,-149.41314509982752
121,-119.69634621578535,-149.3582523922616
122,-171.68635130377288,-149.57673859649552
123,-122.13809272017095,-147.15224432770916
124,-113.56589679284103,-147.51406199744702
125,-153.4788381955721,-147.3154772310689
126,-102.99359804726978,-146.25922227136616
127,-33.43153385944059,-143.59776074599287
128,-95.7551750488518,-143.64654700598948
129,-107.18010833460039,-143.85626633584926
130,-102.4465922800052,-143.24285999031434
131,-149.01474333449386,-142.98017159134898
132,-101.43247688454679,-142.50336853025982
133,38.238742763850354,-141.09590412135543
134,-185.3420567866754,-141.02852016979554
135,-99.82328525909591,-140.08104810821305
136,-108.70743977507588,-138.21009818163947
137,-115.91369714152161,-137.6322241698211
138,-113.69450667069381,-138.66835924999225
139,-99.64376812307142,-137.98480949769436
140,-97.44003017599742,-135.90575710998544
141,-143.46772208879958,-136.61745468421213
142,-126.55198604209103,-136.2284084315335
143,-75.02314847643467,-134.89373123461996
144,-35.47403993209723,-134.18331590259436
145,-122.03044912788496,-133.21754207350827
146,-149.6202574356166,-133.72545392414952
147,-158.98308423970275,-133.0416751750655
148,-140.24257371971112,-132.1730118139019
149,-131.82952164470228,-132.48330754096773
150,-146.76354742960254,-133.16109773236604
151,-141.56568205257616,-133.47175449077312
152,-126.54686949961864,-133.51551462385203
153,-95.04908595837192,-133.3031001164035
154,-85.21538451505226,-133.09114284274204
155,-148.04950942360065,-133.1111734387166
156,-141.10645208906945,-133.1834186838234
157,-409.94629934916213,-136.16934025709872
158,-112.83341656306682,-135.92790474630831
159,-218.27690760866628,-136.51957166091913
160,-187.78469345749323,-136.02419076621302
161,-109.32916885833463,-135.5949857651772
162,-168.6471797974363,-136.07646814051645
163,-113.38331243098474,-136.45093553665126
164,-254.66634203454043,-138.10840455253532
165,-95.76908699493819,-136.92372678436294
166,-130.6164549582008,-136.93823677015786
167,-116.07184942147083,-138.3718992326985
168,-155.37383381326802,-139.15390561057924
169,-98.7364263911723,-139.11834192162158
170,-128.34503382509905,-139.49338320515398
171,-118.81989988216687,-140.00912956996999
172,-252.50726282303577,-141.38764969251397
173,-130.66880903298465,-140.28150705202353
174,-125.19106709108733,-140.5958513190043
175,-105.5055801675888,-139.88673397361646
176,-114.31187391028296,-140.2629235413029
177,-121.83432475194586,-138.09304835199973
178,-316.596089196226,-139.62712480572714
179,-113.14851780341021,-138.58896660535748
180,-103.11866401631839,-138.35953772393214
181,-138.9489538950479,-137.9285532098952
182,4.636676068996167,-136.41483956982975
183,-104.28148234878513,-136.33158248840388
184,-163.81320769730155,-137.16890967683514
185,-107.18529572746066,-137.29689056653183
186,-153.24029414490667,-136.5262968999029
187,-105.92263871337428,-136.11373567446853
188,-93.61661945105422,-135.2679699634804
189,-96.11382986637821,-134.6700974322106
190,-160.8078131294965,-134.7208192439417
191,-122.80248888014751,-134.9831670292136
192,-65.13063202048406,-134.34499430658107
193,-136.69521170798862,-134.53690999698566
194,-208.0892173580526,-135.36623288880958
195,-198.58747032472274,-136.11071898391734
196,-137.17141766980262,-134.31438856819565
197,-178.36739886150292,-134.78982448119504
198,-100.40421585974173,-134.67334244327225
199,-14.160546659051533,-133.41229158730945
200,-122.97921599283013,-132.9609532795325
201,-127.42154220732903,-132.88948863271582
202,-112.30345109968667,-132.8435739641111
203,-118.88108827352237,-133.15827342272908
204,-116.88124540352196,-133.42228815091414
205,-127.04371630304016,-133.33494951272144
206,-125.36190821930856,-132.87502267028748
207,-88.17699415530328,-131.69436384247632
208,-75.00681328792047,-130.8761309316669
209,-130.88700573303595,-131.03318620222316
210,-137.7761748419768,-131.2463719769534
211,-119.59301698344902,-131.8924669204426
212,-141.01192100126946,-131.89013315530894
213,-146.11682499208305,-131.84980032481482
214,-45.427805174895326,-131.34250363990412
215,-192.26729550124742,-132.07497938191744
216,-163.05728592547243,-131.98754346536768
217,-121.97737536690961,-131.79222280426816
218,-161.32955678203035,-131.24457971303954
219,-40.03425947712148,-127.36045805475175
220,-159.26611918223335,-127.77649876189935
221,-112.06191507647841,-127.70015445050628
222,-161.65009710462488,-127.59979190851477
223,-3.3450608461947837,-126.41186158977503
224,-96.25557363286751,-126.23875835817529
225,-96.73381335147486,-125.67130810973433
226,-323.162562921627,-127.87299775847791
227,-185.81544977691698,-129.39683691765265
228,-155.3990466425261,-129.9932756335894
229,-114.38761148937772,-130.06535066513717
230,-131.91562193443735,-130.36004096168148
231,-126.63956389731108,-130.13628916730966
232,-134.45082130815564,-130.46647261154575
233,-182.52162598794126,-132.67407629906367
234,-114.3399378517843,-131.96405510971476
235,-37.370861678807955,-131.33953087391188
236,-101.42441538370888,-131.2667006299982
237,-125.95611386772148,-131.3671247972602
238,-150.20277155452982,-131.73220744609856
239,-92.09338724876514,-131.65670363735552
240,-113.51221078754098,-131.81742544347097
241,-116.22281796374965,-131.54497640222044
242,-89.40840856607426,-131.17354062746028
243,-182.7285226427234,-132.25059436912318
244,-130.9968751408216,-133.2058227212104
245,-118.88063744374087,-133.17432460436896
246,-115.33913853805636,-132.83151341539337
247,-124.91312525564894,-132.49081382555283
248,-126.04205564123627,-132.34880864476807
249,-115.98314661471898,-132.19034489446824
250,-78.84052459369978,-131.5111146661092
251,-144.78922098862085,-131.54335005546966
252,-187.81024395655865,-132.15598380003905
253,-141.6539673115733,-132.6220326135711
254,-120.95179732649916,-132.97939674168555
255,-152.17315177798574,-133.0206331652294
256,-78.21470968110572,-132.39171574114977
257,-148.7291622805271,-129.77954437046344
258,-149.95744716453083,-130.15078467647808
259,-153.5681444713302,-129.5036970451047
260,-125.74217046205165,-128.8832718151503
261,-163.85700491759462,-129.42855017574288
262,-114.29037339790187,-128.88498211174755
263,-144.67359097197357,-129.19788489715742
264,-126.03904847540025,-127.91161196156604
265,-18.650555230771403,-127.14042664392437
266,-139.81081366211686,-127.23237023096354
267,-183.30253863709203,-127.90467712311973
268,-153.33193438122538,-127.8842581287993
269,-122.13394233047276,-128.1182332881923
270,-157.63702047337082,-128.41115315467502
271,-104.47067899832663,-128.2676609458366
272,-124.1381386690714,-126.98396970429698
273,-108.74444090789522,-126.76472602304607
274,-122.86213567692107,-126.74143670890442
275,-127.5184820340851,-126.96156572756938
276,-125.2053603783903,-127.07050059225043
277,-122.54085350513664,-127.07756587978238
278,-126.30602521146328,-125.17466523993473
279,-156.69274756103886,-125.61010753751101
280,-242.57309821669685,-127.00465187951481
281,-210.909048332521,-127.72425282388953
282,-159.4655158644494,-129.36527474322398
283,-123.3190747424313,-129.55565066716045
284,-116.07955546493216,-129.07831414483675
285,-16.859680006256497,-128.1750579876247
286,-89.16157387053126,-127.53427078488096
287,-133.31671968058748,-127.8082115945531
288,-110.24131637164528,-127.974458563759
289,-165.57869881978212,-128.66910725329305
290,-131.8690406071733,-128.3797195280698
291,-134.44695419188895,-128.49616418118723
292,-168.84695435993297,-129.5333274045817
293,-146.470959743646,-129.6310848849383
294,-141.3461487957087,-128.96365419931487
295,-118.68450905664217,-128.16462458663406
296,-87.87908425430258,-127.67170125247904
297,-140.4278229040831,-127.29230549290483
298,-148.9113936759893,-127.77737727106731
299,-134.24408517116433,-128.97821265618845
300,-161.65386178552342,-129.36495911411538
301,-147.8227401447033,-129.56897109348913
302,-138.45263241016056,-129.83046290659385
303,-151.38418786122426,-130.15549390247088
304,-118.12746394070606,-130.16795608784273
305,-129.82836411524875,-130.19580256596478
306,-110.66971115285793,-130.0488805953003
307,-155.4267004677869,-130.72137765842513
308,-122.65989839233751,-131.1979085094693
309,-124.69372836272564,-131.13597573576618
310,-117.51492262777302,-130.93336321362418
311,-113.6211194133744,-130.87364423792343
312,-130.958568634064,-130.77311071425137
313,-153.8273094593875,-130.85021555892442
314,-153.54037097345446,-131.93134121691
315,-135.66095453300727,-131.36527780722759
316,-132.67460876250212,-131.0614510355979
317,-214.5590887732415,-131.9872681696612
318,-151.05439139902919,-131.8845165158312
319,-110.65149279233621,-132.59068884898335
320,-126.9500853585277,-132.26752851074627
321,-116.49761177685336,-132.31188547775002
322,-99.03338931454886,-131.68571839984926
323,-125.951612869575,-132.91178392008308
324,-175.79786700344522,-133.70720685378882
325,-102.9445980397002,-133.76931470067112
326,-118.58221677338943,-131.72351123918872
327,-140.45388134028116,-131.26989555482237
328,-156.2634025540661,-131.2785391139378
329,-177.26646455316896,-131.9073276445757
330,-124.171225353476,-131.8298836787661
331,6.67304120939643,-130.496757627699
332,-130.10944816547357,-130.45334389627217
333,-182.9577014407592,-130.45770465080034
334,-135.68338380046825,-130.67113911028719
335,-179.72043939514217,-132.09463488745052
336,-139.63715811905368,-132.47676231480398
337,-168.21697001075523,-132.89937087623434
338,-124.85214623522367,-132.64586462304126
339,-131.17450893375616,-133.0366758398912
