Episode,Score,Average_Score
1,-217.93554539734615,-217.93554539734615
2,-225.58704041142576,-221.76129290438595
3,-61.71870064701963,-168.4137621519305
4,-272.3832257701463,-194.40612805648445
5,-320.12490133124925,-219.5498827114374
6,-366.668814575747,-244.06970468882233
7,-369.98344625331447,-262.0573820551784
8,-299.1934070836232,-266.69938518373397
9,-462.38102589958766,-288.4417897077177
10,-200.2539143650581,-279.6230021734517
11,-93.37468838779833,-262.6913372838469
12,-32.71555979141522,-243.52668915947757
13,-94.57344792948584,-232.0687475264013
14,-111.42447531839801,-223.45129951154394
15,-337.7286320953761,-231.0697883504661
16,-156.8467310072482,-226.43084726651495
17,-118.14086484078167,-220.06084830029536
18,-156.24021229835887,-216.51525741129888
19,-239.7911519844627,-217.740304494097
20,-78.42518772077185,-210.77454865543072
21,-117.7547859069047,-206.34503614359613
22,-239.3644530637074,-207.84591873087393
23,-291.8853938781482,-211.49980895466848
24,-91.27745020046892,-206.49054400657678
25,-132.95776970592453,-203.5492330345507
26,-100.42208645694126,-199.58280432002726
27,-119.60975286052187,-196.62083945115668
28,-155.66647310347406,-195.15818351016804
29,-77.42842141827862,-191.09853654148222
30,-209.62186803441324,-191.71598092457992
31,-122.7206650152552,-189.4903255726662
32,-200.92793519648552,-189.84775087341055
33,-210.7863500270588,-190.48225387806656
34,-232.01718502634944,-191.7038695000749
35,-146.87231139593507,-190.42296783995658
36,-105.68964764901568,-188.06926450131934
37,-81.69042045612771,-185.19416060820606
38,-148.17322590692453,-184.21992548448813
39,-141.79845948045437,-183.13219558694882
40,-121.74571723728957,-181.59753362820732
41,-105.56065761722347,-179.7429756767199
42,-190.14901368803012,-179.990738486513
43,-184.32889594977422,-180.09162586937953
44,-143.56208212498933,-179.26140896609795
45,-106.00875528425127,-177.63357221761245
46,-101.78832614979478,-175.984762520486
47,-280.55990559552185,-178.20976556463572
48,-294.6077214408776,-180.63472297872408
49,-130.5676424177222,-179.61294582441792
50,-158.1410932877812,-179.18350877368516
51,-357.1889117921255,-182.67381079365458
52,-170.88095856584886,-182.4470251738891
53,-143.9583326188844,-181.72082342756826
54,-148.7465150766524,-181.11018808773647
55,-233.51387287739703,-182.0629823566394
56,-337.42684257778046,-184.8373370034455
57,-100.44240275838723,-183.35672412195322
58,-130.60713832664624,-182.44724850479275
59,-223.9880662977912,-183.15133016230118
60,-148.1591056624297,-182.56812642063667
